"","Genes","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"1328","235759_at",3.284137192,3.033441638,3.001420735,3.840291044,3.329528709,2.845553145,5.146300668,3.079076836,2.553862926,6.269762895,4.924904313,4.229022878,2.887914474,4.495349484,3.16247267,2.706756576,2.987509144,3.187712818,2.812374098,7.318497977,2.933281616,2.868189523,3.358070979,5.444142342,2.788607136,4.847337362,2.932307691,2.691072395,2.866183343,3.104519404,2.522731187,3.533679146,3.08535361,3.568449724,4.859079772
"1329","235763_at",4.13793399,4.188015108,4.612011341,3.820181935,3.27090586,3.206508995,5.461923942,2.947567454,3.331698409,3.995922468,6.688345979,4.260607028,4.088282572,3.793024728,5.784081546,2.480932923,6.273675461,5.454285962,5.400703522,3.892679164,4.703468878,5.190298175,5.269397957,4.144261917,6.373432558,2.693606538,6.154092435,6.312159748,5.506693571,4.643718348,5.719591436,5.98192663,4.578112873,5.150802519,4.707738945
"1330","235780_at",4.346754467,3.981635998,6.376199981,6.123776592,4.04934413,5.537218662,6.204394677,4.78581163,4.948192319,5.017232463,4.698033997,5.14375813,3.746234813,3.218343939,4.340678065,4.30059669,7.650796425,4.626892933,7.169204225,4.015009878,4.490863522,5.475046632,5.803418958,4.075280266,5.379424994,5.874664095,5.765646943,5.836181051,6.175271444,6.188699018,7.35399969,5.09291868,7.204658798,5.077118768,4.591774297
"1331","235798_at",4.43042929,2.592631835,3.594028167,4.233342895,3.724084296,3.834004353,5.047051553,3.062112349,2.825311078,3.780606795,3.780358438,3.432581716,3.800899063,3.194693826,3.531920878,3.535004283,3.706208942,3.73843229,2.950692941,3.986916179,6.019707319,3.147720247,4.187360582,3.886823537,2.72172021,3.622909551,3.90174389,2.849552896,3.418950546,3.02916629,4.392273831,2.926663667,2.734726315,3.809721945,4.291116724
"1332","235821_at",4.706489889,4.34361264,3.828585068,7.31008366,6.678688761,4.576096535,6.657859488,5.487705385,3.824750636,5.582237216,6.879815714,6.04128486,4.198178259,8.150274715,4.855280934,4.301504422,3.404220555,3.927181088,4.04243771,5.406199121,5.066690264,4.87284724,4.091271483,6.386263321,3.63818011,8.064099182,3.922676224,3.812695447,4.50540687,4.483838148,3.30915179,3.947219176,4.377459716,4.92140521,5.762786084
"1333","235892_at",5.618868477,2.57229413,5.61137194,3.02889597,3.218276295,3.137600133,3.102509139,3.028116177,3.081177242,2.940264951,3.25078915,3.140714506,2.844373479,2.593460829,3.123879027,5.141552406,4.72997189,2.610717485,5.576671952,2.787294366,3.852378375,2.847456245,4.220572663,2.787756278,2.954381712,2.75346168,4.255166099,3.377614912,4.764037733,5.497318086,3.489915387,3.707040006,2.765921821,4.756053777,3.018256351
"1334","235944_at",3.693623735,3.635612701,4.151053424,3.944024372,6.330984967,3.904530835,8.328289048,5.270844161,3.29379643,5.573368035,6.032830516,5.208700876,3.498372943,4.885773512,4.09234089,3.344517253,3.739221985,4.810370373,4.063651707,7.19090421,3.794847012,4.354869261,2.900478621,5.744115902,3.416182524,6.854285957,3.981508734,3.776837396,4.128523627,4.651828383,2.84783483,4.028787243,4.242317779,4.810818603,5.899105609
"1335","235947_at",5.241682634,3.603242712,3.14053765,2.612905455,2.864956573,2.781005238,2.559731987,2.853207936,2.409561711,6.003625006,3.012306907,3.401148993,3.237920548,4.492761304,2.717963194,5.173422209,3.761722032,5.416214089,4.034004195,2.245402184,4.82478245,4.115209424,1.992112352,2.957385693,5.188526558,3.275681151,3.900783827,1.805861998,5.748508507,4.974110536,5.24082746,4.415075198,2.47551189,2.705257276,3.00021885
"1336","235976_at",5.125348751,2.851194775,5.441685959,3.003544003,2.781690427,3.301857906,3.228503599,3.219005739,3.158837391,3.005993471,4.278650465,3.636184375,2.244982274,2.172327246,2.139922175,2.632335051,7.352247431,6.055353278,5.338924443,2.225347639,5.972837337,2.705908543,6.426088835,2.454155379,2.192036724,2.233678672,6.279418308,5.352995958,8.263401774,7.854616698,7.078455698,3.003331542,7.190422543,4.486855231,3.25461373
"1337","236037_at",5.249423274,3.453879376,5.303319933,3.168683298,3.315740232,3.710838476,3.876002722,3.596098445,3.685647929,3.44119995,3.525309987,3.42784035,4.604410436,3.808560708,3.278134293,4.610574198,5.019303274,4.733886495,4.427193216,2.898448077,5.911170307,3.822775421,5.57094617,2.968274624,3.35190108,3.531846587,4.221276901,4.087610414,4.330013995,3.798953771,3.648754823,4.271331741,4.498613256,3.750636923,3.400378052
"1338","236044_at",5.17358632,5.088898881,4.807179783,7.144546751,7.757643846,4.852479908,8.272496331,8.462374985,4.061956187,6.178544977,8.328553849,6.648945765,4.452900265,9.737156802,5.702600031,4.360121955,4.693142339,4.444347276,4.676107399,6.158275873,6.272026542,4.243721001,4.866029885,8.287707328,4.625373578,10.5833414,4.412588726,4.805562258,4.600770482,6.568179969,4.080218781,5.775234498,4.482252198,5.46255007,6.012234183
"1339","236045_x_at",6.64899664,5.271100492,4.358597316,5.374351181,5.329914665,3.964166288,4.031754615,4.473806474,4.85385837,5.849126844,5.565323554,4.023730317,4.925431031,8.251587397,4.642198427,5.326917045,4.125880766,6.65379086,4.119991596,6.028231384,3.915396977,5.336363293,5.965711973,4.803605888,3.734472995,6.113011898,4.109780275,6.113992458,4.320025901,5.255076447,6.127365384,4.692941103,4.400479007,4.137232229,5.099630563
"1340","236121_at",3.994345007,4.066269293,3.89133036,4.228461615,3.979554008,3.623046486,4.096685584,4.966249258,4.734790149,4.986443932,4.053655941,3.354204443,3.887527846,4.201844248,8.311466772,4.197608738,3.513470902,3.698823096,3.822789445,7.546441153,3.696748499,3.3539204,3.927824768,5.239687901,3.47509297,3.585593743,3.884008722,4.719388868,3.672310705,4.219898352,3.542232944,3.934784703,4.034617665,4.457368685,5.006955485
"1341","236179_at",7.786042626,4.288783622,6.441635867,6.464871369,8.374004731,4.498352562,8.065884897,6.363973784,3.679734091,6.784268692,8.044476258,7.040546762,4.019607002,7.711605579,5.742235872,3.930420842,4.680753426,4.650059615,4.628788636,7.054698772,5.330393141,4.857646543,7.416792369,7.316436129,4.847989273,9.105565518,3.715457056,4.696780659,4.446606293,5.964555706,4.058738685,5.654767308,3.467635382,4.638619915,6.191673778
"1342","236203_at",3.821498282,3.588570696,3.185905441,2.440525498,7.141531103,4.678474854,5.829752619,2.445701514,2.350384546,4.839125683,4.491210839,2.43462331,3.227879574,6.026197229,2.845400371,2.782865915,2.947408355,2.65983955,3.584372688,2.884767111,2.492270534,3.703929027,3.504868442,4.008829202,2.918618621,2.981715334,3.462859861,4.962014323,2.675008068,3.254290439,4.310382588,3.135836988,2.995803513,2.737472774,2.858961657
"1343","236225_at",6.270040457,7.660718377,7.193205468,5.901508012,6.121026393,6.576459242,5.143814577,7.259792261,8.48955394,6.646425528,4.450226756,6.414315469,9.94014079,5.992940694,8.668574849,8.305993315,7.517129582,5.780887689,8.335902027,5.652481183,4.019891138,7.691230893,6.301496586,5.010938347,6.715097242,3.885146129,7.713388896,8.558762086,7.724163905,7.993623074,7.828295324,6.749161753,8.298247293,6.432640698,7.648392859
"1344","236262_at",3.510041074,4.130639325,3.550622871,5.369754708,4.908016782,3.772725329,4.578046088,4.786543211,3.8817529,6.247587769,5.485359186,3.927975118,3.61471827,6.978377349,4.466677576,3.478191468,3.534208035,3.599217376,3.544384242,6.86860161,4.512645584,4.206852889,3.522591163,5.423370205,3.848440002,4.750678399,3.761521184,3.398194484,3.802288815,3.963645244,2.915826212,4.391645776,4.012713389,4.222847819,4.807704318
"1345","236297_at",4.320483428,3.886155697,4.251259537,5.668550957,6.175660956,3.677612681,6.92532189,5.116523055,3.10074314,5.035833687,6.414140776,5.092594382,3.985108755,6.391150678,4.123172592,4.085000049,3.995856936,3.855294057,3.738391083,5.26427208,5.783712657,3.555055726,4.173009577,6.190579203,3.187663093,7.314299331,2.638598207,3.769353713,4.102987041,4.164391297,2.251505464,3.80320279,4.086883798,4.285589346,4.680376952
"1346","236300_at",6.699596305,4.258409837,4.928119042,6.658924598,5.60949058,5.975997361,5.969909301,5.33666364,6.074538378,7.20068079,8.334886703,5.073845534,3.738894354,5.515033706,5.449136809,4.664230515,5.804003801,7.243155547,4.551308632,8.618568248,6.114080171,5.210712421,5.958516747,6.78174856,5.850219878,5.495621715,5.305309827,4.785097255,5.566189053,5.068833127,5.124104928,4.536446429,4.858562317,5.182738942,6.922830442
"1347","236313_at",4.545886259,5.441294144,5.008079974,5.878649564,6.532285189,9.880370844,7.892204319,6.991693035,6.545351387,6.948172267,7.80142494,6.004713431,5.214689849,6.506107097,6.264073096,4.140378901,5.994143823,6.020103255,6.471749326,6.666651668,4.258929249,6.914302624,5.110989366,7.7639507,7.417155559,8.42742514,3.578110035,7.008712984,5.24546642,6.803721182,3.81895539,5.176889734,6.146005922,7.2257486,7.165473005
"1348","236341_at",4.505415845,4.090884233,3.202472115,4.147159654,5.063379411,5.375647631,3.956977563,4.275963926,3.548106041,3.870067927,3.3372063,4.390995785,3.897722623,6.071205876,3.542708257,3.239087832,3.394472061,6.640896291,3.487040832,4.434549622,3.292441156,3.546133419,3.431673354,3.441324018,3.080881374,3.45099648,3.337431252,4.916509492,3.626757308,4.375171607,3.851901288,2.996178457,3.529959063,3.643071117,4.503925958
"1349","236429_at",4.472765835,3.55674032,3.502521986,3.595381286,3.908330154,5.944406208,3.800636153,2.911564245,3.081459985,3.824556234,4.785823039,3.031883707,3.707943307,7.541417796,4.139163042,4.623279488,2.804337534,2.940952472,3.212653754,3.842186154,2.601600357,3.677609015,3.970389707,3.58049045,2.98340041,5.2214734,3.371057376,3.22408404,2.78698542,3.186051407,3.225107608,4.463120505,2.689300637,2.739978694,3.317033329
"1350","236430_at",3.816521983,4.715378454,6.175086186,3.654614668,3.928572307,6.499519455,4.099346237,4.442403958,5.30810006,5.695207099,3.968343152,3.638299197,6.168316751,4.82427665,4.734169257,6.300450764,4.473527904,6.244715673,5.011902781,3.325567597,4.9429315,5.569853947,4.427952622,3.540094271,5.085711059,3.305969546,5.874057665,7.778522312,3.232917829,5.993533583,6.835123147,5.700917767,6.261379322,4.228593525,3.707557035
"1351","236495_at",3.486533621,3.648110575,3.464338667,5.241525126,3.001149379,2.88512039,3.708302761,3.66674268,3.027846735,4.6296398,5.284192245,5.161668574,3.807136405,5.576777654,3.470634178,3.212826465,3.531812065,3.707352444,3.203825528,4.805059782,3.776974052,3.446626328,3.266818169,3.479933316,4.161703013,4.535520311,2.983684038,2.992922459,3.007530518,3.022339917,4.103683856,3.253774455,2.912446478,4.704969113,3.669919323
"1352","236548_at",7.201077929,4.500382124,6.92898391,5.707759732,5.57110084,6.706810737,6.003835338,4.788356876,5.210300166,6.874991664,6.739414605,6.621920279,7.393185312,5.282347019,6.571705218,7.532379363,7.42183467,6.586155412,7.577817425,5.686104578,3.229082858,7.099167181,7.006988482,6.238523468,6.781969638,2.504876302,7.960706386,7.164954389,6.11233627,7.024018132,6.807335651,4.911983964,6.237506357,6.676460513,6.267536619
"1353","236561_at",6.067374228,4.70706019,6.08084137,6.785287063,5.743649394,6.322261924,7.647730586,4.994467997,4.202692417,6.863948934,8.621711299,7.357699308,5.284871675,8.91406496,5.887931856,5.283780596,5.675793833,5.8342123,5.766157065,7.546012878,5.703158924,4.556810248,5.463081295,6.41957886,5.066234422,8.924070681,4.722531063,5.276438116,5.338562431,5.773264844,4.604689938,5.048308363,5.787420224,6.833823147,6.457835171
"1354","236600_at",3.404683298,3.369176257,3.560649852,4.040872458,3.933702635,3.022485547,4.978746391,3.437264741,2.618487277,4.15760738,5.856722622,4.209851693,3.201908433,5.243995579,3.281768134,3.228650492,2.83786747,3.041148718,3.177756908,5.812665674,3.494390286,3.045714934,3.141889541,4.837698096,3.088331006,5.282797796,2.896375616,2.951228082,3.044532917,3.442471134,2.99763546,3.613795095,3.553435427,3.200927015,3.887789824
"1355","236694_at",5.68091587,4.716945996,6.481658515,6.149550248,3.105856077,4.874183486,5.650038159,4.508482903,5.210142037,6.818400379,6.125018604,7.030942706,6.275653846,5.756740839,5.353926662,3.059633821,2.929838872,6.957306317,6.544695826,4.62319607,6.841486452,6.806780148,2.611966704,4.714304045,4.243978276,2.844478154,6.99941532,6.83084227,6.447372909,2.731466135,4.544051336,3.785814702,6.082346338,5.359004237,2.9678888
"1356","236738_at",3.343144374,2.991291008,3.14194253,3.951033123,4.185762604,3.733035348,6.406007623,3.185822814,3.021465251,6.171018109,5.268014581,3.495418779,3.055451601,5.298698867,3.62286135,2.829788638,2.987428014,3.37810042,2.935537089,5.929151383,3.999130234,3.178428116,2.963102178,5.939265571,3.246047695,6.092982845,3.206115694,3.000783427,2.953029886,3.201559659,2.497298547,3.516674357,3.382225312,3.820555701,5.060881882
"1357","236741_at",7.507404414,6.124619894,5.891920035,4.274940935,6.11948773,7.665634042,4.525967813,6.77978004,5.254472503,4.176540165,3.996298539,6.261062549,4.304501142,5.589799191,6.456003281,6.786257601,8.198643467,7.68723262,3.562857914,4.610567616,7.762819286,5.129760582,6.303290462,5.87779628,4.169537551,6.446578023,5.038879765,7.486296016,7.801853346,6.663337878,5.634323766,6.896558195,7.134705965,3.768908561,5.686705871
"1358","236778_at",5.765418234,3.432995526,4.948487242,4.976085798,3.786129606,6.02550539,6.934036201,4.15404167,3.578819607,4.276300411,5.566043295,6.128021973,3.069075072,3.354435427,3.525527093,4.915629457,5.068211487,4.252429112,4.317317523,4.450214526,4.174418796,4.018790722,4.312727943,5.354128727,4.745494366,5.742610623,4.419559787,3.811943103,4.795784598,5.609010157,4.130111053,3.607407459,5.186672587,5.314578353,5.089722964
"1359","236840_at",2.915230244,3.50859342,3.390494694,3.507115351,3.457721537,4.674477462,2.880171262,3.162753413,5.282920613,2.934102814,3.117598175,3.800108377,4.699121518,3.006850303,4.920928558,2.965899959,5.637355846,5.611166707,3.007276775,3.257566887,2.811733689,3.009716702,5.331078842,3.760446072,3.042798755,2.972279453,3.209539204,5.166090384,3.895912449,3.21267208,5.294729871,3.369694551,3.197171489,5.341304863,4.666272031
"1360","236892_s_at",5.218024492,5.993493403,5.166743823,4.687836269,3.050435762,4.627032878,4.433628796,5.504250869,5.217186797,5.536602451,3.904461785,4.631037961,4.199832605,6.769453095,4.818840493,5.568906253,4.172966807,6.349053635,4.903097657,6.042532893,4.601963746,6.592729637,3.074573124,4.424970342,7.362959278,5.022588796,3.488645899,6.237014525,5.611748286,6.300696851,4.672577524,7.456081709,4.205266524,4.51100195,4.97715609
"1361","236894_at",8.153540795,4.044685688,8.583176228,5.815587258,4.311179706,7.249033816,4.626804279,4.6715306,5.044780992,4.836353565,4.477014954,4.228026936,4.913840092,3.622920341,5.812700324,7.748359484,5.959389063,7.553317599,7.963458405,3.732483805,8.749399119,7.100470407,8.805026472,3.888360032,4.297084196,4.399827931,7.07296466,7.601768183,4.459898961,9.188748392,7.387107736,6.35432262,7.632444369,4.755427982,5.256701236
"1362","236901_at",3.58948499,4.609831366,3.56248792,6.814166776,4.135707468,3.613330959,4.85139531,4.884996739,3.760605518,4.764717996,4.897937909,4.363633671,3.774023362,6.976400993,4.504685576,3.647136325,3.005587737,3.855667504,3.866703069,4.643424247,4.449733681,3.879915864,3.33340586,4.604226271,3.209647683,6.026281604,4.291152393,3.399290013,3.369603889,3.678602378,3.292794718,3.789151984,4.058009087,4.049095164,4.482424067
"1363","236918_s_at",5.928955208,2.397441086,4.630072178,3.198045008,3.214703038,3.552255309,3.772772749,3.67321105,3.57585543,4.272752837,3.130451103,4.37388563,2.738253344,3.365667174,2.993887768,2.488172773,4.470051602,3.614352865,3.970538323,3.406536437,5.53651044,5.20292471,5.717632112,2.730593496,2.823562395,3.014644069,4.507047436,4.050854796,5.602932813,4.725935492,2.87584754,3.421991388,2.907820706,3.659340595,4.344881363
"1364","237086_at",5.684922099,3.381045625,5.340030526,3.86430512,2.750622339,3.641629218,3.239111802,3.737295133,3.374072943,3.064212447,5.384134342,4.765276165,3.71159627,6.027418179,3.472718314,4.886059167,3.7900821,4.220369147,5.200906996,4.414045756,3.129797637,3.097816914,2.81633804,3.073071805,4.466435041,3.64539055,4.703522274,3.44948306,3.703753212,3.893563843,3.33556843,3.45113015,3.729192518,3.78373765,4.109898122
"1365","237206_at",5.243650103,5.572017154,5.10680692,5.298238326,4.544596787,5.595293468,4.963909869,5.196762724,6.132885597,8.871708594,6.039994544,4.408353306,4.727707256,5.927449842,5.783492737,4.174247514,5.585379318,5.535063985,5.911420831,10.38669551,3.849936778,5.653304676,5.123246056,8.105993738,4.697902358,3.609095642,4.513882175,4.619569157,5.136325558,4.990624519,4.590857823,5.541224784,5.645375812,5.184298859,6.864498994
